"Year","State","Race","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2018","Oklahoma","White","29","249,709","11.61","--","1,438"
"2018","Oklahoma","Black","--","31,648","--","--","--"
"2018","Oklahoma","American Indian / Alaska Native","--","43,996","--","--","--"
"2018","Oklahoma","Asian","0**","8,109","0.00**","--","--"
"2018","Oklahoma","HI Native / Pacific Islander","0**","921","0.00**","--","--"
"2018","Oklahoma","More than One Race","--","36,284","--","--","--"
"2018","Oregon","White","42","286,832","14.64","--","2,060"
"2018","Oregon","Black","--","9,171","--","--","--"
"2018","Oregon","American Indian / Alaska Native","0**","7,904","0.00**","--","--"
"2018","Oregon","Asian","--","16,153","--","--","--"
"2018","Oregon","HI Native / Pacific Islander","0**","2,063","0.00**","--","--"
"2018","Oregon","More than One Race","0**","23,423","0.00**","--","--"
"2018","Pennsylvania","White","65","839,801","7.74","--","3,200"
"2018","Pennsylvania","Black","10**","156,859","6.38**","--","495"
"2018","Pennsylvania","American Indian / Alaska Native","0**","5,214","0.00**","--","--"
"2018","Pennsylvania","Asian","--","42,985","--","--","--"
"2018","Pennsylvania","HI Native / Pacific Islander","0**","949","0.00**","--","--"
"2018","Pennsylvania","More than One Race","0**","43,914","0.00**","--","--"
"2018","Rhode Island","White","--","70,235","--","--","--"
"2018","Rhode Island","Black","0**","9,521","0.00**","--","--"
"2018","Rhode Island","American Indian / Alaska Native","0**","1,171","0.00**","--","--"
"2018","Rhode Island","Asian","0**","3,280","0.00**","--","--"
"2018","Rhode Island","HI Native / Pacific Islander","0**","205","0.00**","--","--"
"2018","Rhode Island","More than One Race","0**","4,813","0.00**","--","--"
"2018","South Carolina","White","26","281,525","9.24","--","1,273"
"2018","South Carolina","Black","--","136,182","--","--","--"
"2018","South Carolina","American Indian / Alaska Native","0**","2,689","0.00**","--","--"
"2018","South Carolina","Asian","--","7,845","--","--","--"
"2018","South Carolina","HI Native / Pacific Islander","0**","569","0.00**","--","--"
"2018","South Carolina","More than One Race","--","15,950","--","--","--"
"2018","South Dakota","White","--","62,773","--","--","--"
"2018","South Dakota","Black","0**","1,923","0.00**","--","--"
"2018","South Dakota","American Indian / Alaska Native","15**","11,063","135.59**","--","734"
"2018","South Dakota","Asian","0**","1,371","0.00**","--","--"
"2018","South Dakota","HI Native / Pacific Islander","0**","60","0.00**","--","--"
"2018","South Dakota","More than One Race","--","3,586","--","--","--"
"2018","Tennessee","White","45","447,853","10.05","--","2,202"
"2018","Tennessee","Black","--","115,367","--","--","--"
"2018","Tennessee","American Indian / Alaska Native","0**","2,933","0.00**","--","--"
"2018","Tennessee","Asian","--","11,779","--","--","--"
"2018","Tennessee","HI Native / Pacific Islander","0**","709","0.00**","--","--"
"2018","Tennessee","More than One Race","0**","20,987","0.00**","--","--"
"2018","Texas","White","209","2,249,498","9.29","--","10,270"
"2018","Texas","Black","13**","383,467","3.39**","--","635"
"2018","Texas","American Indian / Alaska Native","0**","33,578","0.00**","--","--"
"2018","Texas","Asian","--","131,078","--","--","--"
"2018","Texas","HI Native / Pacific Islander","0**","4,453","0.00**","--","--"
"2018","Texas","More than One Race","--","85,838","--","--","--"
"2018","Utah","White","48","324,406","14.80","--","2,347"
"2018","Utah","Black","0**","5,889","0.00**","--","--"
"2018","Utah","American Indian / Alaska Native","--","5,527","--","--","--"
"2018","Utah","Asian","--","7,329","--","--","--"
"2018","Utah","HI Native / Pacific Islander","--","4,290","--","--","--"
"2018","Utah","More than One Race","--","13,894","--","--","--"
"2018","Vermont","White","--","46,373","--","--","--"
"2018","Vermont","Black","0**","1,063","0.00**","--","--"
"2018","Vermont","American Indian / Alaska Native","0**","187","0.00**","--","--"
"2018","Vermont","Asian","0**","1,306","0.00**","--","--"
"2018","Vermont","HI Native / Pacific Islander","0**","20","0.00**","--","--"
"2018","Vermont","More than One Race","0**","1,859","0.00**","--","--"
"2018","Virginia","White","45","487,189","9.24","--","2,181"
"2018","Virginia","Black","--","159,015","--","--","--"
"2018","Virginia","American Indian / Alaska Native","0**","4,569","0.00**","--","--"
"2018","Virginia","Asian","--","50,891","--","--","--"
"2018","Virginia","HI Native / Pacific Islander","0**","894","0.00**","--","--"
"2018","Virginia","More than One Race","--","42,434","--","--","--"
"2018","Washington","White","51","473,980","10.76","--","2,481"
"2018","Washington","Black","--","30,030","--","--","--"
"2018","Washington","American Indian / Alaska Native","--","14,828","--","--","--"
"2018","Washington","Asian","--","52,950","--","--","--"
"2018","Washington","HI Native / Pacific Islander","--","6,663","--","--","--"
"2018","Washington","More than One Race","--","54,648","--","--","--"
"2018","West Virginia","White","14**","135,241","10.35**","--","696"
"2018","West Virginia","Black","0**","5,749","0.00**","--","--"
"2018","West Virginia","American Indian / Alaska Native","0**","280","0.00**","--","--"
"2018","West Virginia","Asian","0**","1,034","0.00**","--","--"
"2018","West Virginia","HI Native / Pacific Islander","0**","55","0.00**","--","--"
"2018","West Virginia","More than One Race","0**","5,419","0.00**","--","--"
"2018","Wisconsin","White","40","428,942","9.33","--","1,954"
"2018","Wisconsin","Black","--","45,572","--","--","--"
"2018","Wisconsin","American Indian / Alaska Native","--","7,570","--","--","--"
"2018","Wisconsin","Asian","--","18,358","--","--","--"
"2018","Wisconsin","HI Native / Pacific Islander","0**","326","0.00**","--","--"
"2018","Wisconsin","More than One Race","0**","20,438","0.00**","--","--"
"2018","Wyoming","White","--","47,273","--","--","--"
"2018","Wyoming","Black","0**","603","0.00**","--","--"
"2018","Wyoming","American Indian / Alaska Native","0**","1,995","0.00**","--","--"
"2018","Wyoming","Asian","0**","411","0.00**","--","--"
"2018","Wyoming","HI Native / Pacific Islander","0**","65","0.00**","--","--"
"2018","Wyoming","More than One Race","0**","1,755","0.00**","--","--"
"Total","","","12,781","180,325,716","7.09","--","627,353"
"","","","","","","",""
"Injury Outcome: Fatal","","","","","","",""
"Injury Type: All Injury","","","","","","",""
"Data Years: 2018 to 2023","","","","","","",""
"Geography: United States","","","","","","",""
"Intent: Suicide","","","","","","",""
"Mechanism: All Injury","","","","","","",""
"Age: 12 to 18","","","","","","",""
"Sex: All Sexes","","","","","","",""
"Race: All Races","","","","","","",""
"Ethnicity: All Ethnicities","","","","","","",""
"Metro / Non-Metro Indicator: None Selected","","","","","","",""
"YPLL Age: 65","","","","","","",""
"Year and Race Options: 2018 - 2023 by Single Race","","","","","","",""
"Produced by: National Center for Injury Prevention and Control, CDC.","","","","","","",""
